resto_id,nama_restoran,preferensi_makanan,lokasi_restoran,Harga_Rata-Rata_Makanan_di_Toko (Rp),rating_toko,jenis_suasana,toko_sering_diskon_(Ya/Tidak),variasi_makanan,pelayanan_khusus_pasangan_(Ya/Tidak),entertainment,keramaian_restoran,disajikan/ambil_sendiri,all_you_can_eat/ala_carte,Lokasi
RT382J1,Es Dung-Dung,Indonesia,4.55 km,23000,4.6,Santai,Tidak,"Es Dung Dung, Es Podeng ",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/AtxHtPWzxDo6uMSu8
RT383J1,Es Teler 77,Indonesia,3.71 km,73000,3.9,Santai,Tidak,"Es Teler, Es Podeng ",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/Vs6Ngx5HZaWQrjCc9
RT384J1,Wedang Bajigur Pak Darmo,Indonesia,2.35 km,17000,4.3,Santai,Tidak,Wedang Bajigur,Tidak,4,1,Disajikan,Ala Carte,https://maps.app.goo.gl/r1Ko4wfty4Pzc3zH8
RT385J1,WEDANG BLANGKON,Indonesia,3.66 km,40000,4.9,Santai,Tidak,"Wedang Jahe, Wedang Susu Rempah, Susu Jahe,  ",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/sLW7B6UyjXkG7o656
RT386J1,Wedang Bajigur Bu Jilah꧋ꦮꦺꦣꦁꦧꦗꦶꦒꦸꦂꦧꦸꦗꦶꦭꦃ,Indonesia,1.51 km,30000,4.5,Santai,Tidak,Wedang Bajigur,Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/AT8dpneR2w8JkZsM9
RT387J1,Wedang Bajigur dan Nasi Langgi,Indonesia,1.1 km,19000,4.9,Santai,Tidak,"Wedang Bajigur, Wedang Uwuh, Wedang Jahe Serai, Wedang Seruni, Teh Lemon Telang, Teh Rosella, Kopi Tape, Kopi Jahe",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/zuKJsGcEC5BKdejr8
RT388J1,Wedangan & Bakmi Jawa @ Ndalem Pakuningratan,Indonesia,3.16 km,45000,4.7,Santai,Tidak,"Teh Pakoeningratan, Wedang Pendhapa, Wedang Uwuh, Wedang Secang, Bir Susu, Cireng, Tempe Mendoan, kentang Goreng, Pisang Goreng, Cekokan",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/tjnYMFCw7FBCYgq18
RT389J1,Bakpia Jogkem Ireda,Indonesia,0.86 km,15000,4.4,Santai,Tidak,Bakpia,Tidak,5,2,Disajikan,Ala Carte,https://maps.app.goo.gl/udryBzg5vJoDu3VG8
RT390J1,Bakpia Kukus Tugu Jogja Istimewa Gondomanan - Oleh oleh Khas Jogja,Indonesia,1.52 km,42000,4.8,Santai,Tidak,Bakpia,Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/sogZk9UX33gp3KaVA
RT391J1,Bakpia Pathok 694,Indonesia,1.43 km,10000,4.3,Santai,Tidak,Bakpia,Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/fWHxQ3mXDNQ2M9V67
RT392J1,Bakpia Kurnia Sari,Indonesia,1.94 km,23000,4.4,Santai,Tidak,Bakpia,Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/B57CyonsVADgWsCb7
RT393J1,BAKPIAKU Gajah Mada,Indonesia,4.06 km,17000,4.5,Santai,Tidak,Bakpia,Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/XanEULuR6wHtLpE46
